species,species_num,attribute,value
Iris-versicolor,1,petal_length,4.7
Iris-versicolor,1,petal_length,4.4
Iris-versicolor,1,petal_length,4.1
Iris-versicolor,1,petal_length,4.0
Iris-versicolor,1,petal_length,4.4
Iris-versicolor,1,petal_length,4.6
Iris-versicolor,1,petal_length,4.0
Iris-versicolor,1,petal_length,3.3
Iris-versicolor,1,petal_length,4.2
Iris-versicolor,1,petal_length,4.2
Iris-versicolor,1,petal_length,4.2
Iris-versicolor,1,petal_length,4.3
Iris-versicolor,1,petal_length,3.0
Iris-versicolor,1,petal_length,4.1
Iris-virginica,2,petal_length,6.0
Iris-virginica,2,petal_length,5.1
Iris-virginica,2,petal_length,5.9
Iris-virginica,2,petal_length,5.6
Iris-virginica,2,petal_length,5.8
Iris-virginica,2,petal_length,6.6
Iris-virginica,2,petal_length,4.5
Iris-virginica,2,petal_length,6.3
Iris-virginica,2,petal_length,5.8
Iris-virginica,2,petal_length,6.1
Iris-virginica,2,petal_length,5.1
Iris-virginica,2,petal_length,5.3
Iris-virginica,2,petal_length,5.5
Iris-virginica,2,petal_length,5.0
Iris-virginica,2,petal_length,5.1
Iris-virginica,2,petal_length,5.3
Iris-virginica,2,petal_length,5.5
Iris-virginica,2,petal_length,6.7
Iris-virginica,2,petal_length,6.9
Iris-virginica,2,petal_length,5.0
Iris-virginica,2,petal_length,5.7
Iris-virginica,2,petal_length,4.9
Iris-virginica,2,petal_length,6.7
Iris-virginica,2,petal_length,4.9
Iris-virginica,2,petal_length,5.7
Iris-virginica,2,petal_length,6.0
Iris-virginica,2,petal_length,4.8
Iris-virginica,2,petal_length,4.9
Iris-virginica,2,petal_length,5.6
Iris-virginica,2,petal_length,5.8
Iris-virginica,2,petal_length,6.1
Iris-virginica,2,petal_length,6.4
Iris-virginica,2,petal_length,5.6
Iris-virginica,2,petal_length,5.1
Iris-virginica,2,petal_length,5.6
Iris-virginica,2,petal_length,6.1
Iris-virginica,2,petal_length,5.6
Iris-virginica,2,petal_length,5.5
Iris-virginica,2,petal_length,4.8
Iris-virginica,2,petal_length,5.4
Iris-virginica,2,petal_length,5.6
Iris-virginica,2,petal_length,5.1
Iris-virginica,2,petal_length,5.1
Iris-virginica,2,petal_length,5.9
Iris-virginica,2,petal_length,5.7
Iris-virginica,2,petal_length,5.2
Iris-virginica,2,petal_length,5.0
Iris-virginica,2,petal_length,5.2
Iris-virginica,2,petal_length,5.4
Iris-virginica,2,petal_length,5.1
Iris-setosa,0,petal_width,0.2
Iris-setosa,0,petal_width,0.2
Iris-setosa,0,petal_width,0.2
Iris-setosa,0,petal_width,0.2
Iris-setosa,0,petal_width,0.2
Iris-setosa,0,petal_width,0.4
Iris-setosa,0,petal_width,0.3
Iris-setosa,0,petal_width,0.2
Iris-setosa,0,petal_width,0.2
Iris-setosa,0,petal_width,0.1
Iris-setosa,0,petal_width,0.2
Iris-setosa,0,petal_width,0.2
Iris-setosa,0,petal_width,0.1
Iris-setosa,0,petal_width,0.1
Iris-setosa,0,petal_width,0.2
Iris-setosa,0,petal_width,0.4
Iris-setosa,0,petal_width,0.4
Iris-setosa,0,petal_width,0.3
Iris-setosa,0,petal_width,0.3
Iris-setosa,0,petal_width,0.3
Iris-setosa,0,petal_width,0.2
Iris-setosa,0,petal_width,0.4
Iris-setosa,0,petal_width,0.2
Iris-setosa,0,petal_width,0.5
Iris-setosa,0,petal_width,0.2
Iris-setosa,0,petal_width,0.2
Iris-setosa,0,petal_width,0.4
Iris-setosa,0,petal_width,0.2
Iris-setosa,0,petal_width,0.2
Iris-setosa,0,petal_width,0.2
Iris-setosa,0,petal_width,0.2
Iris-setosa,0,petal_width,0.4
Iris-setosa,0,petal_width,0.1
Iris-setosa,0,petal_width,0.2
Iris-setosa,0,petal_width,0.1
Iris-setosa,0,petal_width,0.2
Iris-setosa,0,petal_width,0.2
Iris-setosa,0,petal_width,0.1
Iris-setosa,0,petal_width,0.2
Iris-setosa,0,petal_width,0.2
Iris-setosa,0,petal_width,0.3
Iris-setosa,0,petal_width,0.3
Iris-setosa,0,petal_width,0.2
Iris-setosa,0,petal_width,0.6
Iris-setosa,0,petal_width,0.4
Iris-setosa,0,petal_width,0.3
Iris-setosa,0,petal_width,0.2
Iris-setosa,0,petal_width,0.2
Iris-setosa,0,petal_width,0.2
Iris-setosa,0,petal_width,0.2
Iris-versicolor,1,petal_width,1.4
Iris-versicolor,1,petal_width,1.5
Iris-versicolor,1,petal_width,1.5
Iris-versicolor,1,petal_width,1.3
Iris-versicolor,1,petal_width,1.5
Iris-versicolor,1,petal_width,1.3
Iris-versicolor,1,petal_width,1.6
Iris-versicolor,1,petal_width,1.0
Iris-versicolor,1,petal_width,1.3
Iris-versicolor,1,petal_width,1.4
Iris-versicolor,1,petal_width,1.0
Iris-versicolor,1,petal_width,1.5
Iris-versicolor,1,petal_width,1.0
Iris-versicolor,1,petal_width,1.4
Iris-versicolor,1,petal_width,1.3
Iris-versicolor,1,petal_width,1.4
Iris-versicolor,1,petal_width,1.5
Iris-versicolor,1,petal_width,1.0
Iris-versicolor,1,petal_width,1.5
Iris-versicolor,1,petal_width,1.1
Iris-versicolor,1,petal_width,1.8
Iris-versicolor,1,petal_width,1.3
Iris-versicolor,1,petal_width,1.5
Iris-versicolor,1,petal_width,1.2
Iris-versicolor,1,petal_width,1.3
Iris-versicolor,1,petal_width,1.4
Iris-versicolor,1,petal_width,1.4
Iris-versicolor,1,petal_width,1.7
Iris-versicolor,1,petal_width,1.5
Iris-versicolor,1,petal_width,1.0
Iris-versicolor,1,petal_width,1.1
Iris-versicolor,1,petal_width,1.0
Iris-versicolor,1,petal_width,1.2
Iris-versicolor,1,petal_width,1.6
Iris-versicolor,1,petal_width,1.5
Iris-versicolor,1,petal_width,1.6
Iris-versicolor,1,petal_width,1.5
Iris-versicolor,1,petal_width,1.3
Iris-versicolor,1,petal_width,1.3
Iris-versicolor,1,petal_width,1.3
Iris-versicolor,1,petal_width,1.2
Iris-versicolor,1,petal_width,1.4
Iris-versicolor,1,petal_width,1.2
Iris-versicolor,1,petal_width,1.0
Iris-versicolor,1,petal_width,1.3
Iris-versicolor,1,petal_width,1.2
Iris-versicolor,1,petal_width,1.3
Iris-versicolor,1,petal_width,1.3
Iris-versicolor,1,petal_width,1.1
Iris-versicolor,1,petal_width,1.3
Iris-virginica,2,petal_width,2.5
Iris-virginica,2,petal_width,1.9
Iris-virginica,2,petal_width,2.1
Iris-virginica,2,petal_width,1.8
Iris-virginica,2,petal_width,2.2
Iris-virginica,2,petal_width,2.1
Iris-virginica,2,petal_width,1.7
Iris-virginica,2,petal_width,1.8
Iris-virginica,2,petal_width,1.8
Iris-virginica,2,petal_width,2.5
Iris-virginica,2,petal_width,2.0
Iris-virginica,2,petal_width,1.9
Iris-virginica,2,petal_width,2.1
Iris-virginica,2,petal_width,2.0
Iris-virginica,2,petal_width,2.4
Iris-virginica,2,petal_width,2.3
Iris-virginica,2,petal_width,1.8
Iris-virginica,2,petal_width,2.2
Iris-virginica,2,petal_width,2.3
Iris-virginica,2,petal_width,1.5
Iris-virginica,2,petal_width,2.3
Iris-virginica,2,petal_width,2.0
Iris-virginica,2,petal_width,2.0
Iris-virginica,2,petal_width,1.8
Iris-virginica,2,petal_width,2.1
Iris-virginica,2,petal_width,1.8
Iris-virginica,2,petal_width,1.8
Iris-virginica,2,petal_width,1.8
Iris-virginica,2,petal_width,2.1
Iris-virginica,2,petal_width,1.6
Iris-virginica,2,petal_width,1.9
Iris-virginica,2,petal_width,2.0
Iris-virginica,2,petal_width,2.2
Iris-virginica,2,petal_width,1.5
Iris-virginica,2,petal_width,1.4
Iris-virginica,2,petal_width,2.3
Iris-virginica,2,petal_width,2.4
Iris-virginica,2,petal_width,1.8
Iris-virginica,2,petal_width,1.8
Iris-virginica,2,petal_width,2.1
Iris-virginica,2,petal_width,2.4
Iris-virginica,2,petal_width,2.3
Iris-virginica,2,petal_width,1.9
Iris-virginica,2,petal_width,2.3
Iris-virginica,2,petal_width,2.5
Iris-virginica,2,petal_width,2.3
Iris-virginica,2,petal_width,1.9
Iris-virginica,2,petal_width,2.0
Iris-virginica,2,petal_width,2.3
Iris-virginica,2,petal_width,1.8
Iris-setosa,0,total_area,18.13
Iris-setosa,0,total_area,14.98
Iris-setosa,0,total_area,15.3
Iris-setosa,0,total_area,14.56
Iris-setosa,0,total_area,18.28
Iris-setosa,0,total_area,21.740000000000002
Iris-setosa,0,total_area,16.06
Iris-setosa,0,total_area,17.3
Iris-setosa,0,total_area,13.04
Iris-setosa,0,total_area,15.340000000000002
Iris-setosa,0,total_area,20.280000000000005
Iris-setosa,0,total_area,16.64
Iris-setosa,0,total_area,14.54
Iris-setosa,0,total_area,13.009999999999998
Iris-setosa,0,total_area,23.439999999999998
Iris-setosa,0,total_area,25.680000000000003
Iris-setosa,0,total_area,21.580000000000002
Iris-setosa,0,total_area,18.27
Iris-setosa,0,total_area,22.17
Iris-setosa,0,total_area,19.83
Iris-setosa,0,total_area,18.7
Iris-setosa,0,total_area,19.470000000000002
Iris-setosa,0,total_area,16.759999999999998
Iris-setosa,0,total_area,17.68
Iris-setosa,0,total_area,16.7
Iris-setosa,0,total_area,15.32
Iris-setosa,0,total_area,17.64
Iris-setosa,0,total_area,18.5
Iris-setosa,0,total_area,17.96
Iris-setosa,0,total_area,15.360000000000001
Iris-setosa,0,total_area,15.2
Iris-setosa,0,total_area,18.96
Iris-setosa,0,total_area,21.47
Iris-setosa,0,total_area,23.380000000000003
Iris-setosa,0,total_area,15.340000000000002
Iris-setosa,0,total_area,16.24
Iris-setosa,0,total_area,19.51
Iris-setosa,0,total_area,15.340000000000002
Iris-setosa,0,total_area,13.46
Iris-setosa,0,total_area,17.64
Iris-setosa,0,total_area,17.89
Iris-setosa,0,total_area,10.74
Iris-setosa,0,total_area,14.340000000000002
Iris-setosa,0,total_area,18.46
Iris-setosa,0,total_area,20.14
Iris-setosa,0,total_area,14.819999999999999
Iris-setosa,0,total_area,19.7
Iris-setosa,0,total_area,14.999999999999998
Iris-setosa,0,total_area,19.91
Iris-setosa,0,total_area,16.78
Iris-versicolor,1,total_area,28.980000000000004
Iris-versicolor,1,total_area,27.230000000000004
Iris-versicolor,1,total_area,28.740000000000002
Iris-versicolor,1,total_area,17.849999999999998
Iris-versicolor,1,total_area,25.099999999999998
Iris-versicolor,1,total_area,21.81
Iris-versicolor,1,total_area,28.31
Iris-versicolor,1,total_area,15.059999999999999
Iris-versicolor,1,total_area,25.119999999999997
Iris-versicolor,1,total_area,19.5
Iris-versicolor,1,total_area,13.5
Iris-versicolor,1,total_area,24.000000000000004
Iris-versicolor,1,total_area,17.200000000000003
Iris-versicolor,1,total_area,24.269999999999996
Iris-versicolor,1,total_area,20.919999999999998
Iris-versicolor,1,total_area,26.93
Iris-versicolor,1,total_area,23.549999999999997
Iris-versicolor,1,total_area,19.759999999999998
Iris-versicolor,1,total_area,20.39
Iris-versicolor,1,total_area,18.29
Iris-versicolor,1,total_area,27.520000000000003
Iris-versicolor,1,total_area,22.279999999999998
Iris-versicolor,1,total_area,23.1
Iris-versicolor,1,total_area,22.72
Iris-versicolor,1,total_area,24.15
Iris-versicolor,1,total_area,25.959999999999997
Iris-versicolor,1,total_area,25.759999999999998
Iris-versicolor,1,total_area,28.6
Iris-versicolor,1,total_area,24.15
Iris-versicolor,1,total_area,18.32
Iris-versicolor,1,total_area,17.38
Iris-versicolor,1,total_area,16.9
Iris-versicolor,1,total_area,20.34
Iris-versicolor,1,total_area,24.360000000000003
Iris-versicolor,1,total_area,22.950000000000003
Iris-versicolor,1,total_area,27.599999999999998
Iris-versicolor,1,total_area,27.82
Iris-versicolor,1,total_area,20.21
Iris-versicolor,1,total_area,22.129999999999995
Iris-versicolor,1,total_area,18.95
Iris-versicolor,1,total_area,19.580000000000002
Iris-versicolor,1,total_area,24.739999999999995
Iris-versicolor,1,total_area,19.88
Iris-versicolor,1,total_area,14.8
Iris-versicolor,1,total_area,20.58
Iris-versicolor,1,total_area,22.14
Iris-versicolor,1,total_area,21.990000000000002
Iris-versicolor,1,total_area,23.57
Iris-versicolor,1,total_area,16.05
Iris-versicolor,1,total_area,21.29
Iris-virginica,2,total_area,35.79
Iris-virginica,2,total_area,25.35
Iris-virginica,2,total_area,33.69
Iris-virginica,2,total_area,28.35
Iris-virginica,2,total_area,32.26
Iris-virginica,2,total_area,36.66
Iris-virginica,2,total_area,19.9
Iris-virginica,2,total_area,32.51
Iris-virginica,2,total_area,27.189999999999998
Iris-virginica,2,total_area,41.17
Iris-virginica,2,total_area,31.0
Iris-virginica,2,total_area,27.35
Iris-virginica,2,total_area,31.95
Iris-virginica,2,total_area,24.25
Iris-virginica,2,total_area,28.479999999999997
Iris-virginica,2,total_area,32.67
Iris-virginica,2,total_area,29.4
Iris-virginica,2,total_area,44.0
Iris-virginica,2,total_area,35.89
Iris-virginica,2,total_area,20.700000000000003
Iris-virginica,2,total_area,35.19
Iris-virginica,2,total_area,25.479999999999997
Iris-virginica,2,total_area,34.96
Iris-virginica,2,total_area,25.830000000000002
Iris-virginica,2,total_area,34.08
Iris-virginica,2,total_area,33.84
Iris-virginica,2,total_area,26.0
Iris-virginica,2,total_area,27.119999999999997
Iris-virginica,2,total_area,29.68
Iris-virginica,2,total_area,30.880000000000003
Iris-virginica,2,total_area,32.309999999999995
Iris-virginica,2,total_area,42.82
Iris-virginica,2,total_area,30.24
Iris-virginica,2,total_area,25.289999999999996
Iris-virginica,2,total_area,23.7
Iris-virginica,2,total_area,37.129999999999995
Iris-virginica,2,total_area,34.86
Iris-virginica,2,total_area,29.740000000000002
Iris-virginica,2,total_area,26.64
Iris-virginica,2,total_area,32.730000000000004
Iris-virginica,2,total_area,34.21
Iris-virginica,2,total_area,33.12
Iris-virginica,2,total_area,25.35
Iris-virginica,2,total_area,35.33
Iris-virginica,2,total_area,36.36
Iris-virginica,2,total_area,32.06
Iris-virginica,2,total_area,25.25
Iris-virginica,2,total_area,29.9
Iris-virginica,2,total_area,33.5
Iris-virginica,2,total_area,26.880000000000003
